Freq.	V(V1,V2)/I(R2)
3.64344344344344e+004	(7.84541214845019e+001dB,9.15089199274779e+001°)
3.64484484484484e+004	(7.84433310598402e+001dB,9.15194182456100e+001°)
3.64624624624625e+004	(7.84324911948103e+001dB,9.15300263168549e+001°)
3.64764764764765e+004	(7.84216013744233e+001dB,9.15407456784058e+001°)
3.64904904904905e+004	(7.84106610767896e+001dB,9.15515778944811e+001°)
3.65045045045045e+004	(7.83996697730044e+001dB,9.15625245569022e+001°)
3.65185185185185e+004	(7.83886269270305e+001dB,9.15735872856783e+001°)
3.65325325325325e+004	(7.83775319955788e+001dB,9.15847677296068e+001°)
3.65465465465465e+004	(7.83663844279868e+001dB,9.15960675668941e+001°)
3.65605605605606e+004	(7.83551836660942e+001dB,9.16074885057837e+001°)
3.65745745745746e+004	(7.83439291441164e+001dB,9.16190322852054e+001°)
3.65885885885886e+004	(7.83326202885150e+001dB,9.16307006754360e+001°)
3.66026026026026e+004	(7.83212565178663e+001dB,9.16424954787881e+001°)
3.66166166166166e+004	(7.83098372427269e+001dB,9.16544185303015e+001°)
3.66306306306306e+004	(7.82983618654963e+001dB,9.16664716984611e+001°)
3.66446446446446e+004	(7.82868297802773e+001dB,9.16786568859311e+001°)
3.66586586586586e+004	(7.82752403727327e+001dB,9.16909760303099e+001°)
3.66726726726727e+004	(7.82635930199403e+001dB,9.17034311049028e+001°)
3.66866866866867e+004	(7.82518870902438e+001dB,9.17160241195123e+001°)
3.67007007007007e+004	(7.82401219431014e+001dB,9.17287571212566e+001°)
3.67147147147147e+004	(7.82282969289309e+001dB,9.17416321953969e+001°)
3.67287287287287e+004	(7.82164113889514e+001dB,9.17546514661986e+001°)
3.67427427427427e+004	(7.82044646550229e+001dB,9.17678170978132e+001°)
3.67567567567567e+004	(7.81924560494808e+001dB,9.17811312951735e+001°)
3.67707707707708e+004	(7.81803848849685e+001dB,9.17945963049233e+001°)
3.67847847847848e+004	(7.81682504642657e+001dB,9.18082144163692e+001°)
3.67987987987988e+004	(7.81560520801136e+001dB,9.18219879624578e+001°)
3.68128128128128e+004	(7.81437890150358e+001dB,9.18359193207709e+001°)
3.68268268268268e+004	(7.81314605411562e+001dB,9.18500109145640e+001°)
3.68408408408408e+004	(7.81190659200123e+001dB,9.18642652138155e+001°)
3.68548548548548e+004	(7.81066044023655e+001dB,9.18786847363191e+001°)
3.68688688688689e+004	(7.80940752280064e+001dB,9.18932720487952e+001°)
3.68828828828829e+004	(7.80814776255565e+001dB,9.19080297680343e+001°)
3.68968968968969e+004	(7.80688108122658e+001dB,9.19229605620785e+001°)
3.69109109109109e+004	(7.80560739938057e+001dB,9.19380671514332e+001°)
3.69249249249249e+004	(7.80432663640575e+001dB,9.19533523102977e+001°)
3.69389389389389e+004	(7.80303871048973e+001dB,9.19688188678592e+001°)
3.69529529529529e+004	(7.80174353859741e+001dB,9.19844697095901e+001°)
3.69669669669670e+004	(7.80044103644860e+001dB,9.20003077786123e+001°)
3.69809809809810e+004	(7.79913111849491e+001dB,9.20163360770720e+001°)
3.69949949949950e+004	(7.79781369789626e+001dB,9.20325576675761e+001°)
3.70090090090090e+004	(7.79648868649684e+001dB,9.20489756746484e+001°)
3.70230230230230e+004	(7.79515599480064e+001dB,9.20655932862512e+001°)
3.70370370370370e+004	(7.79381553194622e+001dB,9.20824137553253e+001°)
3.70510510510510e+004	(7.79246720568122e+001dB,9.20994404013953e+001°)
3.70650650650651e+004	(7.79111092233607e+001dB,9.21166766122057e+001°)
3.70790790790791e+004	(7.78974658679723e+001dB,9.21341258454116e+001°)
3.70930930930931e+004	(7.78837410247986e+001dB,9.21517916303160e+001°)
3.71071071071071e+004	(7.78699337129981e+001dB,9.21696775696661e+001°)
3.71211211211211e+004	(7.78560429364501e+001dB,9.21877873414818e+001°)
3.71351351351351e+004	(7.78420676834627e+001dB,9.22061247009621e+001°)
3.71491491491491e+004	(7.78280069264741e+001dB,9.22246934824310e+001°)
3.71631631631631e+004	(7.78138596217467e+001dB,9.22434976013498e+001°)
3.71771771771772e+004	(7.77996247090545e+001dB,9.22625410563771e+001°)
3.71911911911912e+004	(7.77853011113644e+001dB,9.22818279315138e+001°)
3.72052052052052e+004	(7.77708877345092e+001dB,9.23013623982839e+001°)
3.72192192192192e+004	(7.77563834668533e+001dB,9.23211487179993e+001°)
3.72332332332332e+004	(7.77417871789517e+001dB,9.23411912440912e+001°)
3.72472472472472e+004	(7.77270977232004e+001dB,9.23614944245069e+001°)
3.72612612612612e+004	(7.77123139334790e+001dB,9.23820628041784e+001°)
3.72752752752753e+004	(7.76974346247854e+001dB,9.24029010275786e+001°)
3.72892892892893e+004	(7.76824585928622e+001dB,9.24240138413398e+001°)
3.73033033033033e+004	(7.76673846138142e+001dB,9.24454060969675e+001°)
3.73173173173173e+004	(7.76522114437170e+001dB,9.24670827536254e+001°)
3.73313313313313e+004	(7.76369378182172e+001dB,9.24890488810155e+001°)
3.73453453453453e+004	(7.76215624521230e+001dB,9.25113096623527e+001°)
3.73593593593593e+004	(7.76060840389854e+001dB,9.25338703974214e+001°)
3.73733733733734e+004	(7.75905012506693e+001dB,9.25567365057272e+001°)
3.73873873873874e+004	(7.75748127369155e+001dB,9.25799135297699e+001°)
3.74014014014014e+004	(7.75590171248916e+001dB,9.26034071383929e+001°)
3.74154154154154e+004	(7.75431130187332e+001dB,9.26272231302604e+001°)
3.74294294294294e+004	(7.75270989990737e+001dB,9.26513674374327e+001°)
3.74434434434434e+004	(7.75109736225638e+001dB,9.26758461290697e+001°)
3.74574574574574e+004	(7.74947354213790e+001dB,9.27006654152385e+001°)
3.74714714714715e+004	(7.74783829027160e+001dB,9.27258316508627e+001°)
3.74854854854855e+004	(7.74619145482775e+001dB,9.27513513397872e+001°)
3.74994994994995e+004	(7.74453288137441e+001dB,9.27772311389838e+001°)
3.75135135135135e+004	(7.74286241282345e+001dB,9.28034778628899e+001°)
3.75275275275275e+004	(7.74117988937523e+001dB,9.28300984878992e+001°)
3.75415415415415e+004	(7.73948514846202e+001dB,9.28571001569926e+001°)
3.75555555555555e+004	(7.73777802469009e+001dB,9.28844901845323e+001°)
3.75695695695695e+004	(7.73605834978036e+001dB,9.29122760612149e+001°)
3.75835835835836e+004	(7.73432595250768e+001dB,9.29404654591816e+001°)
3.75975975975976e+004	(7.73258065863874e+001dB,9.29690662373268e+001°)
3.76116116116116e+004	(7.73082229086831e+001dB,9.29980864467534e+001°)
3.76256256256256e+004	(7.72905066875420e+001dB,9.30275343364451e+001°)
3.76396396396396e+004	(7.72726560865048e+001dB,9.30574183591173e+001°)
3.76536536536536e+004	(7.72546692363923e+001dB,9.30877471772825e+001°)
3.76676676676676e+004	(7.72365442346056e+001dB,9.31185296695050e+001°)
3.76816816816817e+004	(7.72182791444109e+001dB,9.31497749369051e+001°)
3.76956956956957e+004	(7.71998719942060e+001dB,9.31814923098621e+001°)
3.77097097097097e+004	(7.71813207767694e+001dB,9.32136913549636e+001°)
3.77237237237237e+004	(7.71626234484931e+001dB,9.32463818822238e+001°)
3.77377377377377e+004	(7.71437779285945e+001dB,9.32795739525120e+001°)
3.77517517517517e+004	(7.71247820983120e+001dB,9.33132778852953e+001°)
3.77657657657657e+004	(7.71056338000796e+001dB,9.33475042666185e+001°)
3.77797797797798e+004	(7.70863308366829e+001dB,9.33822639574071e+001°)
3.77937937937938e+004	(7.70668709703949e+001dB,9.34175681020494e+001°)
3.78078078078078e+004	(7.70472519220905e+001dB,9.34534281372971e+001°)
3.78218218218218e+004	(7.70274713703413e+001dB,9.34898558014945e+001°)
3.78358358358358e+004	(7.70075269504877e+001dB,9.35268631441449e+001°)
3.78498498498498e+004	(7.69874162536901e+001dB,9.35644625358397e+001°)
3.78638638638638e+004	(7.69671368259569e+001dB,9.36026666785383e+001°)
3.78778778778779e+004	(7.69466861671506e+001dB,9.36414886162578e+001°)
3.78918918918919e+004	(7.69260617299696e+001dB,9.36809417461413e+001°)
3.79059059059059e+004	(7.69052609189066e+001dB,9.37210398299535e+001°)
3.79199199199199e+004	(7.68842810891833e+001dB,9.37617970060240e+001°)
3.79339339339339e+004	(7.68631195456601e+001dB,9.38032278016259e+001°)
3.79479479479479e+004	(7.68417735417197e+001dB,9.38453471458400e+001°)
3.79619619619619e+004	(7.68202402781269e+001dB,9.38881703829222e+001°)
3.79759759759759e+004	(7.67985169018607e+001dB,9.39317132861678e+001°)
3.79899899899900e+004	(7.67766005049210e+001dB,9.39759920723420e+001°)
3.80040040040040e+004	(7.67544881231082e+001dB,9.40210234166567e+001°)
3.80180180180180e+004	(7.67321767347748e+001dB,9.40668244683390e+001°)
3.80320320320320e+004	(7.67096632595501e+001dB,9.41134128668211e+001°)
3.80460460460460e+004	(7.66869445570379e+001dB,9.41608067585886e+001°)
3.80600600600600e+004	(7.66640174254822e+001dB,9.42090248146501e+001°)
3.80740740740740e+004	(7.66408786004087e+001dB,9.42580862487771e+001°)
3.80880880880881e+004	(7.66175247532347e+001dB,9.43080108364384e+001°)
3.81021021021021e+004	(7.65939524898502e+001dB,9.43588189345035e+001°)
3.81161161161161e+004	(7.65701583491698e+001dB,9.44105315017714e+001°)
3.81301301301301e+004	(7.65461388016564e+001dB,9.44631701203331e+001°)
3.81441441441441e+004	(7.65218902478119e+001dB,9.45167570177944e+001°)
3.81581581581581e+004	(7.64974090166427e+001dB,9.45713150904628e+001°)
3.81721721721721e+004	(7.64726913640920e+001dB,9.46268679274545e+001°)
3.81861861861862e+004	(7.64477334714445e+001dB,9.46834398358427e+001°)
3.82002002002002e+004	(7.64225314437027e+001dB,9.47410558668829e+001°)
3.82142142142142e+004	(7.63970813079307e+001dB,9.47997418432691e+001°)
3.82282282282282e+004	(7.63713790115740e+001dB,9.48595243876512e+001°)
3.82422422422422e+004	(7.63454204207488e+001dB,9.49204309523114e+001°)
3.82562562562562e+004	(7.63192013185047e+001dB,9.49824898501336e+001°)
3.82702702702702e+004	(7.62927174030604e+001dB,9.50457302869066e+001°)
3.82842842842843e+004	(7.62659642860152e+001dB,9.51101823950517e+001°)
3.82982982982983e+004	(7.62389374905361e+001dB,9.51758772688038e+001°)
3.83123123123123e+004	(7.62116324495207e+001dB,9.52428470009519e+001°)
3.83263263263263e+004	(7.61840445037411e+001dB,9.53111247211975e+001°)
3.83403403403403e+004	(7.61561688999661e+001dB,9.53807446362093e+001°)
3.83543543543543e+004	(7.61280007890692e+001dB,9.54517420714965e+001°)
3.83683683683683e+004	(7.60995352241196e+001dB,9.55241535151334e+001°)
3.83823823823823e+004	(7.60707671584621e+001dB,9.55980166634647e+001°)
3.83963963963964e+004	(7.60416914437891e+001dB,9.56733704688925e+001°)
3.84104104104104e+004	(7.60123028282054e+001dB,9.57502551898283e+001°)
3.84244244244244e+004	(7.59825959542953e+001dB,9.58287124429587e+001°)
3.84384384384384e+004	(7.59525653571909e+001dB,9.59087852579118e+001°)
3.84524524524524e+004	(7.59222054626481e+001dB,9.59905181344182e+001°)
3.84664664664664e+004	(7.58915105851406e+001dB,9.60739571022125e+001°)
3.84804804804804e+004	(7.58604749259713e+001dB,9.61591497836621e+001°)
3.84944944944945e+004	(7.58290925714127e+001dB,9.62461454593907e+001°)
3.85085085085085e+004	(7.57973574908839e+001dB,9.63349951369798e+001°)
3.85225225225225e+004	(7.57652635351704e+001dB,9.64257516229475e+001°)
3.85365365365365e+004	(7.57328044346998e+001dB,9.65184695981543e+001°)
3.85505505505505e+004	(7.56999737978838e+001dB,9.66132056968606e+001°)
3.85645645645645e+004	(7.56667651095327e+001dB,9.67100185895179e+001°)
3.85785785785785e+004	(7.56331717293686e+001dB,9.68089690696854e+001°)
3.85925925925926e+004	(7.55991868906365e+001dB,9.69101201450744e+001°)
3.86066066066066e+004	(7.55648036988414e+001dB,9.70135371330895e+001°)
3.86206206206206e+004	(7.55300151306271e+001dB,9.71192877610955e+001°)
3.86346346346346e+004	(7.54948140328098e+001dB,9.72274422715492e+001°)
3.86486486486486e+004	(7.54591931215989e+001dB,9.73380735324104e+001°)
3.86626626626626e+004	(7.54231449820255e+001dB,9.74512571530515e+001°)
3.86766766766766e+004	(7.53866620675996e+001dB,9.75670716058944e+001°)
3.86906906906907e+004	(7.53497367002370e+001dB,9.76855983542215e+001°)
3.87047047047047e+004	(7.53123610704802e+001dB,9.78069219863842e+001°)
3.87187187187187e+004	(7.52745272380525e+001dB,9.79311303567967e+001°)
3.87327327327327e+004	(7.52362271327885e+001dB,9.80583147341139e+001°)
3.87467467467467e+004	(7.51974525559793e+001dB,9.81885699569164e+001°)
3.87607607607607e+004	(7.51581951821865e+001dB,9.83219945973636e+001°)
3.87747747747747e+004	(7.51184465615766e+001dB,9.84586911332316e+001°)
3.87887887887887e+004	(7.50781981228335e+001dB,9.85987661287517e+001°)
3.88028028028028e+004	(7.50374411767208e+001dB,9.87423304248180e+001°)
3.88168168168168e+004	(7.49961669203588e+001dB,9.88894993389611e+001°)
3.88308308308308e+004	(7.49543664422977e+001dB,9.90403928756510e+001°)
3.88448448448448e+004	(7.49120307284803e+001dB,9.91951359475287e+001°)
3.88588588588588e+004	(7.48691506691822e+001dB,9.93538586080573e+001°)
3.88728728728728e+004	(7.48257170670431e+001dB,9.95166962962722e+001°)
3.88868868868868e+004	(7.47817206463025e+001dB,9.96837900942029e+001°)
3.89009009009009e+004	(7.47371520633692e+001dB,9.98552869976437e+001°)
3.89149149149149e+004	(7.46920019188706e+001dB,1.00031340200977e+002°)
3.89289289289289e+004	(7.46462607713351e+001dB,1.00212109396717e+002°)
3.89429429429429e+004	(7.45999191526835e+001dB,1.00397761090542e+002°)
3.89569569569569e+004	(7.45529675857149e+001dB,1.00588468932524e+002°)
3.89709709709709e+004	(7.45053966038036e+001dB,1.00784414065376e+002°)
3.89849849849849e+004	(7.44571967730335e+001dB,1.00985785490478e+002°)
3.89989989989990e+004	(7.44083587170273e+001dB,1.01192780452518e+002°)
3.90130130130130e+004	(7.43588731447485e+001dB,1.01405604843521e+002°)
3.90270270270270e+004	(7.43087308815857e+001dB,1.01624473627103e+002°)
3.90410410410410e+004	(7.42579229040589e+001dB,1.01849611283759e+002°)
3.90550550550550e+004	(7.42064403785239e+001dB,1.02081252278006e+002°)
3.90690690690690e+004	(7.41542747042787e+001dB,1.02319641548073e+002°)
3.90830830830830e+004	(7.41014175615333e+001dB,1.02565035018957e+002°)
3.90970970970971e+004	(7.40478609647364e+001dB,1.02817700139481e+002°)
3.91111111111111e+004	(7.39935973217951e+001dB,1.03077916443883e+002°)
3.91251251251251e+004	(7.39386194998093e+001dB,1.03345976138574e+002°)
3.91391391391391e+004	(7.38829208979540e+001dB,1.03622184714262e+002°)
3.91531531531531e+004	(7.38264955282469e+001dB,1.03906861583754e+002°)
3.91671671671671e+004	(7.37693381049873e+001dB,1.04200340745394e+002°)
3.91811811811811e+004	(7.37114441437328e+001dB,1.04502971471891e+002°)
3.91951951951951e+004	(7.36528100707508e+001dB,1.04815119023908e+002°)
3.92092092092092e+004	(7.35934333439904e+001dB,1.05137165387584e+002°)
3.92232232232232e+004	(7.35333125866963e+001dB,1.05469510034565e+002°)
3.92372372372372e+004	(7.34724477348786e+001dB,1.05812570702553e+002°)
3.92512512512512e+004	(7.34108401999940e+001dB,1.06166784193996e+002°)
3.92652652652652e+004	(7.33484930482497e+001dB,1.06532607189400e+002°)
3.92792792792792e+004	(7.32854111981179e+001dB,1.06910517071261e+002°)
3.92932932932932e+004	(7.32216016377154e+001dB,1.07301012753216e+002°)
3.93073073073073e+004	(7.31570736638789e+001dB,1.07704615508098e+002°)
3.93213213213213e+004	(7.30918391448406e+001dB,1.08121869786867e+002°)
3.93353353353353e+004	(7.30259128085648e+001dB,1.08553344018866e+002°)
3.93493493493493e+004	(7.29593125589226e+001dB,1.08999631381965e+002°)
3.93633633633633e+004	(7.28920598219717e+001dB,1.09461350528771e+002°)
3.93773773773773e+004	(7.28241799247396e+001dB,1.09939146252740e+002°)
3.93913913913913e+004	(7.27557025089345e+001dB,1.10433690074800e+002°)
3.94054054054054e+004	(7.26866619820937e+001dB,1.10945680728002e+002°)
3.94194194194194e+004	(7.26170980086607e+001dB,1.11475844513800e+002°)
3.94334334334334e+004	(7.25470560434547e+001dB,1.12024935499383e+002°)
3.94474474474474e+004	(7.24765879098308e+001dB,1.12593735520451e+002°)
3.94614614614614e+004	(7.24057524246995e+001dB,1.13183053948922e+002°)
3.94754754754754e+004	(7.23346160721532e+001dB,1.13793727178598e+002°)
3.94894894894894e+004	(7.22632537271198e+001dB,1.14426617776087e+002°)
3.95035035035035e+004	(7.21917494297092e+001dB,1.15082613236620e+002°)
3.95175175175175e+004	(7.21201972102390e+001dB,1.15762624277761e+002°)
3.95315315315315e+004	(7.20487019637206e+001dB,1.16467582595562e+002°)
3.95455455455455e+004	(7.19773803713716e+001dB,1.17198438000457e+002°)
3.95595595595595e+004	(7.19063618649794e+001dB,1.17956154842049e+002°)
3.95735735735735e+004	(7.18357896278926e+001dB,1.18741707624503e+002°)
3.95875875875875e+004	(7.17658216240172e+001dB,1.19556075707965e+002°)
3.96016016016015e+004	(7.16966316431548e+001dB,1.20400236985808e+002°)
3.96156156156156e+004	(7.16284103476878e+001dB,1.21275160424785e+002°)
3.96296296296296e+004	(7.15613663015998e+001dB,1.22181797354798e+002°)
3.96436436436436e+004	(7.14957269583472e+001dB,1.23121071398845e+002°)
3.96576576576576e+004	(7.14317395791812e+001dB,1.24093866942859e+002°)
3.96716716716716e+004	(7.13696720480327e+001dB,1.25101016060414e+002°)
3.96856856856856e+004	(7.13098135434955e+001dB,1.26143283831087e+002°)
3.96996996996996e+004	(7.12524750226403e+001dB,1.27221352024115e+002°)
3.97137137137137e+004	(7.11979894657915e+001dB,1.28335801162990e+002°)
3.97277277277277e+004	(7.11467118263913e+001dB,1.29487091042714e+002°)
3.97417417417417e+004	(7.10990186261300e+001dB,1.30675539840750e+002°)
3.97557557557557e+004	(7.10553071330106e+001dB,1.31901302044799e+002°)
3.97697697697697e+004	(7.10159940600821e+001dB,1.33164345515703e+002°)
3.97837837837837e+004	(7.09815137252004e+001dB,1.34464428108765e+002°)
3.97977977977977e+004	(7.09523156189889e+001dB,1.35801074389418e+002°)
3.98118118118118e+004	(7.09288613389428e+001dB,1.37173553092981e+002°)
3.98258258258258e+004	(7.09116208637086e+001dB,1.38580856087085e+002°)
3.98398398398398e+004	(7.09010681625139e+001dB,1.40021679689309e+002°)
3.98538538538538e+004	(7.08976761612463e+001dB,1.41494409262118e+002°)
3.98678678678678e+004	(7.09019111172593e+001dB,1.42997108039992e+002°)
3.98818818818818e+004	(7.09142264894273e+001dB,1.44527511129383e+002°)
3.98958958958958e+004	(7.09350564258182e+001dB,1.46083025550479e+002°)
3.99099099099099e+004	(7.09648090265055e+001dB,1.47660737054346e+002°)
3.99239239239239e+004	(7.10038595708580e+001dB,1.49257424247349e+002°)
3.99379379379379e+004	(7.10525439234825e+001dB,1.50869580290980e+002°)
3.99519519519519e+004	(7.11111523486671e+001dB,1.52493442129323e+002°)
3.99659659659659e+004	(7.11799239661529e+001dB,1.54125026846455e+002°)
3.99799799799799e+004	(7.12590420704055e+001dB,1.55760174394832e+002°)
3.99939939939939e+004	(7.13486305101430e+001dB,1.57394595591009e+002°)
4.00080080080080e+004	(7.14487512857042e+001dB,1.59023923975367e+002°)
4.00220220220220e+004	(7.15594034709785e+001dB,1.60643769904735e+002°)
4.00360360360360e+004	(7.16805235078836e+001dB,1.62249775111138e+002°)
4.00500500500500e+004	(7.18119868584367e+001dB,1.63837665931253e+002°)
4.00640640640640e+004	(7.19536109382450e+001dB,1.65403303489512e+002°)
4.00780780780780e+004	(7.21051591993168e+001dB,1.66942729298479e+002°)
4.00920920920920e+004	(7.22663461844482e+001dB,1.68452205003652e+002°)
4.01061061061060e+004	(7.24368433423248e+001dB,1.69928245324035e+002°)
4.01201201201201e+004	(7.26162853737237e+001dB,1.71367643596096e+002°)
4.01341341341341e+004	(7.28042768752345e+001dB,1.72767489686811e+002°)
4.01481481481481e+004	(7.30003990556506e+001dB,1.74125180380077e+002°)
4.01621621621621e+004	(7.32042163206495e+001dB,1.75438422632971e+002°)
4.01761761761761e+004	(7.34152825497066e+001dB,1.76705230335025e+002°)
4.01901901901901e+004	(7.36331469227126e+001dB,1.77923915375777e+002°)
4.02042042042041e+004	(7.38573591898037e+001dB,1.79093073929734e+002°)
4.02182182182182e+004	(7.40874743129833e+001dB,-1.79788431085735e+002°)
4.02322322322322e+004	(7.43230564411115e+001dB,-1.78721490434075e+002°)
4.02462462462462e+004	(7.45636822085113e+001dB,-1.77706770969528e+002°)
4.02602602602602e+004	(7.48089433712825e+001dB,-1.76744739219673e+002°)
4.02742742742742e+004	(7.50584488140677e+001dB,-1.75835685428483e+002°)
4.02882882882882e+004	(7.53118259735537e+001dB,-1.74979747460185e+002°)
4.03023023023022e+004	(7.55687217336118e+001dB,-1.74176934075923e+002°)
4.03163163163163e+004	(7.58288028517684e+001dB,-1.73427147205184e+002°)
4.03303303303303e+004	(7.60917559779518e+001dB,-1.72730202933979e+002°)
4.03443443443443e+004	(7.63572873249929e+001dB,-1.72085851018113e+002°)
4.03583583583583e+004	(7.66251220471895e+001dB,-1.71493792807382e+002°)
4.03723723723723e+004	(7.68950033784258e+001dB,-1.70953697525207e+002°)
4.03863863863863e+004	(7.71666915760101e+001dB,-1.70465216898695e+002°)
4.04004004004003e+004	(7.74399627105370e+001dB,-1.70027998169855e+002°)
4.04144144144144e+004	(7.77146073362258e+001dB,-1.69641695544631e+002°)
4.04284284284284e+004	(7.79904290705573e+001dB,-1.69305980152884e+002°)
4.04424424424424e+004	(7.82672431068119e+001dB,-1.69020548602393e+002°)
4.04564564564564e+004	(7.85448746783169e+001dB,-1.68785130211542e+002°)
4.04704704704704e+004	(7.88231574890504e+001dB,-1.68599493003074e+002°)
4.04844844844844e+004	(7.91019321216717e+001dB,-1.68463448536471e+002°)
4.04984984984984e+004	(7.93810444310112e+001dB,-1.68376855643972e+002°)
4.05125125125124e+004	(7.96603439287123e+001dB,-1.68339623126737e+002°)
4.05265265265265e+004	(7.99396821628722e+001dB,-1.68351711451975e+002°)
4.05405405405405e+004	(8.02189110953013e+001dB,-1.68413133477790e+002°)
4.05545545545545e+004	(8.04978814783380e+001dB,-1.68523954218223e+002°)
4.05685685685685e+004	(8.07764412330037e+001dB,-1.68684289644029e+002°)
4.05825825825825e+004	(8.10544338307051e+001dB,-1.68894304500092e+002°)
4.05965965965965e+004	(8.13316966816329e+001dB,-1.69154209105474e+002°)
4.06106106106105e+004	(8.16080595345360e+001dB,-1.69464255087590e+002°)
4.06246246246246e+004	(8.18833428946417e+001dB,-1.69824729989335e+002°)
4.06386386386386e+004	(8.21573564691653e+001dB,-1.70235950677957e+002°)
4.06526526526526e+004	(8.24298976531571e+001dB,-1.70698255475152e+002°)
4.06666666666666e+004	(8.27007500723022e+001dB,-1.71211994924300e+002°)
4.06806806806806e+004	(8.29696822037595e+001dB,-1.71777521110528e+002°)
4.06946946946946e+004	(8.32364461011707e+001dB,-1.72395175453723e+002°)
4.07087087087086e+004	(8.35007762553266e+001dB,-1.73065274909807e+002°)
4.07227227227227e+004	(8.37623886278696e+001dB,-1.73788096533452e+002°)
4.07367367367367e+004	(8.40209799011832e+001dB,-1.74563860388765e+002°)
4.07507507507507e+004	(8.42762269933188e+001dB,-1.75392710835906e+002°)
4.07647647647647e+004	(8.45277868919782e+001dB,-1.76274696275692e+002°)
4.07787787787787e+004	(8.47752968655716e+001dB,-1.77209747503438e+002°)
4.07927927927927e+004	(8.50183751118572e+001dB,-1.78197654903978e+002°)
4.08068068068067e+004	(8.52566219048914e+001dB,-1.79238044813445e+002°)
4.08208208208208e+004	(8.54896212980399e+001dB,1.79669644520458e+002°)
4.08348348348348e+004	(8.57169434343571e+001dB,1.78526186837986e+002°)
4.08488488488488e+004	(8.59381475045416e+001dB,1.77332590970515e+002°)
4.08628628628628e+004	(8.61527853767663e+001dB,1.76090122384122e+002°)
4.08768768768768e+004	(8.63604059013682e+001dB,1.74800322306111e+002°)
4.08908908908908e+004	(8.65605598672777e+001dB,1.73465023511011e+002°)
4.09049049049048e+004	(8.67528055558467e+001dB,1.72086361808318e+002°)
4.09189189189188e+004	(8.69367148038333e+001dB,1.70666782293356e+002°)
4.09329329329329e+004	(8.71118794511652e+001dB,1.69209039494042e+002°)
4.09469469469469e+004	(8.72779180141168e+001dB,1.67716190684783e+002°)
4.09609609609609e+004	(8.74344823931027e+001dB,1.66191581842531e+002°)
4.09749749749749e+004	(8.75812643994535e+001dB,1.64638825985231e+002°)
4.09889889889889e+004	(8.77180018705219e+001dB,1.63061773950319e+002°)
4.10030030030029e+004	(8.78444841396860e+001dB,1.61464478021587e+002°)
4.10170170170169e+004	(8.79605566389902e+001dB,1.59851149173691e+002°)
4.10310310310310e+004	(8.80661244381362e+001dB,1.58226109047945e+002°)
4.10450450450450e+004	(8.81611545629561e+001dB,1.56593738070274e+002°)
4.10590590590590e+004	(8.82456769876749e+001dB,1.54958421348074e+002°)
4.10730730730730e+004	(8.83197842543585e+001dB,1.53324494114806e+002°)
4.10870870870870e+004	(8.83836297357061e+001dB,1.51696188517522e+002°)
4.11011011011010e+004	(8.84374246185857e+001dB,1.50077583459882e+002°)
